Model,Epoch,Training Time,Inference Time,Train Loss,Validation Loss,Train Accuracy,Validation Accuracy
exp,0,42.948328495025635,4.0270209312438965,1.7108997696516466,1.4284706085920333,0.36423788265306123,0.46923828125
exp,1,42.1775336265564,4.7750771045684814,1.306306151711211,1.2325932770967483,0.5257573343661367,0.5556640625
exp,2,42.15312218666077,4.015414237976074,1.149427194376381,1.1395935267210007,0.5850725447644993,0.59990234375
exp,3,41.973599910736084,4.692087411880493,1.0483885507802575,1.1413891792297364,0.6230070153061225,0.59716796875
exp,4,41.800183057785034,4.004782676696777,0.9665631265664587,1.1728272706270217,0.6520129147232795,0.59599609375
exp,5,41.82428598403931,4.596098899841309,0.8938188315654287,1.1407392397522926,0.6797353318151163,0.617578125
exp,6,42.015607595443726,4.050759315490723,0.837096669236008,1.1053990691900253,0.7001036353865449,0.63271484375
exp,7,41.90474987030029,4.441563606262207,0.7726918688538124,1.1173681899905206,0.7240832271624584,0.632421875
exp,8,42.09027361869812,4.091320753097534,0.7237342056267115,1.122255864739418,0.740477519071832,0.63896484375
exp,9,41.95398497581482,4.162071704864502,0.6703650721785973,1.1420647531747818,0.7588089923469388,0.64853515625
exp,10,42.29968738555908,3.9059207439422607,0.6171377469994583,1.1424976333975791,0.777770248906953,0.6509765625
exp,11,41.952112913131714,4.009187698364258,0.56982685275832,1.1632250458002091,0.7947584503159231,0.65654296875
exp,12,42.24779677391052,4.2517242431640625,0.5296888502732832,1.2106031417846679,0.8088528380102041,0.644140625
exp,13,41.782225370407104,4.005503416061401,0.4878154095946526,1.1750155702233314,0.8231983418975558,0.6671875
exp,14,42.212148666381836,4.422278642654419,0.4443590346799821,1.2120073214173317,0.8381457271016374,0.67109375
exp,15,42.079538106918335,3.9874303340911865,0.40299140711371995,1.2590245112776757,0.8553850447036782,0.666796875
exp,16,42.04271197319031,4.600280523300171,0.36281663225013383,1.2746812731027604,0.8699936225098006,0.6763671875
exp,17,42.08947277069092,4.061583757400513,0.32338716979233584,1.3353488758206367,0.8824178889697912,0.6767578125
exp,18,42.2036018371582,4.682520627975464,0.2866526455523408,1.3369004666805266,0.896795280733887,0.6783203125
exp,19,42.0448682308197,4.094711780548096,0.26009733750655945,1.3611476376652718,0.9067482461734694,0.6798828125
exp,20,42.23555302619934,4.700597524642944,0.23062558413236117,1.42703637778759,0.9175860969995966,0.6818359375
exp,21,42.098925828933716,4.009978532791138,0.20771427676841922,1.4591677844524384,0.9258808992346939,0.6767578125
exp,22,42.16395974159241,4.70254373550415,0.18599958022182084,1.4461226850748061,0.9325175382653061,0.6833984375
exp,23,42.0937442779541,4.004465103149414,0.16892724274182502,1.4599681138992309,0.9394292092444946,0.6861328125
exp,24,42.30499863624573,4.984400987625122,0.14821023522515078,1.502200001478195,0.9475845025510204,0.687890625
exp,25,42.564030170440674,4.146432399749756,0.14278189716290454,1.517963421344757,0.9488161671526578,0.69208984375
exp,26,42.168212890625,4.793648719787598,0.1329621608197993,1.518768125772476,0.9529655612244898,0.692578125
exp,27,41.83962941169739,3.9660260677337646,0.1261295641734436,1.5245805114507676,0.9559550382653061,0.69072265625
exp,28,41.98925256729126,4.811561584472656,0.12034215244027424,1.5228830337524415,0.9576092155612245,0.6912109375
exp,29,42.135329484939575,3.9508254528045654,0.11777123312788959,1.5249470949172974,0.9578483737244898,0.68974609375
