Model,Epoch,Training Time,Inference Time,Train Loss,Validation Loss,Train Accuracy,Validation Accuracy
relu,0,27.577321767807007,2.660295248031616,0.5393456495030129,0.15192919324617832,0.8215868795171697,0.95380859375
relu,1,27.531672954559326,2.715592384338379,0.15011096747710984,0.10189613340189681,0.9530806739279565,0.966015625
relu,2,27.65958309173584,3.6827456951141357,0.104036681679018,0.08406675679143519,0.9671431739279565,0.9740234375
relu,3,27.804872035980225,2.6827914714813232,0.08642676044849956,0.07812392739579081,0.9727615249917863,0.9744140625
relu,4,27.839670658111572,2.7321226596832275,0.06418295766801593,0.06106773444043938,0.9794603281832756,0.98095703125
relu,5,27.82300639152527,3.522592306137085,0.05079772223896803,0.06037373213621322,0.9833333335024246,0.9822265625
relu,6,27.66551423072815,2.62355899810791,0.039306219027159695,0.05515254676938639,0.9876052749917862,0.98408203125
relu,7,27.587342500686646,2.661348819732666,0.02847915702856126,0.044727074652655574,0.9911125888215735,0.98818359375
relu,8,27.66223907470703,3.2337238788604736,0.02163139318878901,0.041963576119997015,0.9930906473322118,0.98798828125
relu,9,28.259194374084473,2.683915138244629,0.018017731067734435,0.03922084612077015,0.9944370569066798,0.98828125
