Model,Epoch,Training Time,Inference Time,Train Loss,Validation Loss,Train Accuracy,Validation Accuracy
relu,0,52.66547155380249,7.545954704284668,1.7889333787013073,1.5188118815422058,0.32924904339775746,0.44306640625
relu,1,54.885701417922974,6.457552433013916,1.47313634169345,1.463592767715454,0.4602798150510204,0.4640625
relu,2,54.96076250076294,6.832532644271851,1.3518680394912252,1.3053545653820038,0.5096340880406146,0.52822265625
relu,3,54.87404727935791,7.540456295013428,1.2942783047958297,1.2823493480682373,0.5319555167640958,0.537109375
relu,4,54.59921455383301,6.344341516494751,1.2262423646693328,1.1917855799198152,0.5608099489187708,0.569140625
relu,5,54.88239002227783,7.150156021118164,1.174233806984765,1.1532801270484925,0.5750637756926673,0.57978515625
relu,6,55.05021405220032,7.741736173629761,1.1320718064600108,1.0906193003058433,0.5944435587342904,0.60966796875
relu,7,54.6782910823822,6.310659408569336,1.0865183040803792,1.0640136808156968,0.6097656251216421,0.621484375
relu,8,54.76356649398804,7.482824325561523,1.0584579408168793,1.02936881929636,0.6197823660106075,0.643359375
relu,9,54.57170224189758,7.150001049041748,1.016195028716204,0.9843429937958718,0.6371651787538918,0.65556640625
relu,10,54.89744424819946,6.351649522781372,0.9852253788587998,0.9453826010227203,0.6486886161930707,0.6578125
relu,11,54.68893122673035,7.752111911773682,0.9615096030186634,0.9295551434159279,0.6562779019681775,0.66875
relu,12,54.751471519470215,7.045727014541626,0.9362768342300337,0.9290939927101135,0.6650789221938775,0.6724609375
relu,13,55.04178714752197,6.542101144790649,0.9015736360939182,0.9032744005322456,0.6770368303571429,0.68916015625
relu,14,54.79352951049805,7.458505630493164,0.8773948194421067,0.8710978791117668,0.6872528700196013,0.693359375
relu,15,55.15371227264404,6.7467522621154785,0.8573432336656415,0.8457875445485115,0.6944555165816326,0.70673828125
relu,16,54.9279363155365,6.655054807662964,0.832971023965855,0.8313052952289581,0.7011001277334836,0.70888671875
relu,17,54.821934938430786,7.658967018127441,0.8143280197163018,0.8116510391235352,0.7105947066934741,0.71533203125
relu,18,54.84927320480347,6.341722726821899,0.7926265816299283,0.779409771412611,0.7190808355808258,0.72666015625
relu,19,54.64733624458313,7.704721450805664,0.7739691408921261,0.7737309440970421,0.7251395090502135,0.73046875
relu,20,54.922229290008545,7.468798398971558,0.7573611377453318,0.7790792599320412,0.7304727359085667,0.7326171875
relu,21,54.58459424972534,6.4305548667907715,0.7424403562837717,0.7478944271802902,0.7367147642130755,0.74482421875
relu,22,54.62920570373535,7.550098180770874,0.727646072300113,0.7425115928053856,0.7409000320702183,0.7390625
relu,23,54.68349289894104,6.874292612075806,0.7153656178591202,0.7262202188372612,0.7460379463677503,0.7494140625
relu,24,54.640535831451416,6.54537034034729,0.6998816555251881,0.7258787721395492,0.75232780618327,0.747265625
relu,25,54.56605625152588,7.393286943435669,0.6964530497789383,0.7281113855540753,0.7523875957240864,0.744140625
relu,26,54.36902093887329,6.5469276905059814,0.6887232801135705,0.7228047907352447,0.7572464924685809,0.7490234375
relu,27,54.729684352874756,7.733478546142578,0.6873841230966606,0.736260236799717,0.7551578444485761,0.746875
relu,28,54.571524143218994,6.856926441192627,0.6793813656787483,0.7295940414071083,0.7578563456024442,0.7509765625
relu,29,54.439820766448975,6.422199010848999,0.670088951989096,0.7126703672111034,0.7621691646624584,0.75107421875
