Model,Epoch,Training Time,Inference Time,Train Loss,Validation Loss,Train Accuracy,Validation Accuracy
softmax,0,14.326113939285278,2.2819664478302,0.8659284142103602,0.34385137520730497,0.7218583776595745,0.900390625
softmax,1,14.605942726135254,2.4326608180999756,0.4015830694360936,0.23400340881198645,0.8770002218002969,0.931640625
softmax,2,14.295819759368896,2.019009590148926,0.3180491806027737,0.1808780398685485,0.9011136968085106,0.94541015625
softmax,3,14.358038425445557,2.01871919631958,0.2654745619030709,0.15366040791850538,0.9175531914893617,0.9548828125
softmax,4,14.478260278701782,2.360208034515381,0.23394230699285548,0.1430935911135748,0.9267508866939139,0.9587890625
softmax,5,14.821208238601685,2.4796180725097656,0.20962947987495584,0.12652116222307086,0.934629876055616,0.9634765625
softmax,6,14.34126353263855,2.049191474914551,0.19490967083801614,0.12322873960947618,0.9388574912192974,0.963671875
softmax,7,14.591030359268188,2.0820648670196533,0.17926651386821524,0.11112469814252109,0.9436281029214251,0.9673828125
softmax,8,14.58004641532898,2.5096633434295654,0.165078432208046,0.10578967995243146,0.9480773494598713,0.96904296875
softmax,9,16.553704500198364,2.072436571121216,0.1597792345634166,0.0988020384858828,0.9501329787234043,0.97177734375
softmax,10,14.758944272994995,2.1005759239196777,0.14952084019463113,0.09778359947958962,0.9531416223404255,0.97099609375
softmax,11,14.648606061935425,2.1328742504119873,0.14415086464996033,0.0967044711462222,0.9557347074468086,0.97197265625
softmax,12,14.950530052185059,2.863596200942993,0.14126763126634537,0.09260663331660908,0.955596188027808,0.97216796875
softmax,13,14.603429555892944,2.0774855613708496,0.1359781100711924,0.09060356206900906,0.9571863920130628,0.9734375
softmax,14,14.436945676803589,2.0339248180389404,0.13735824889959172,0.08927571077365429,0.9569315159574469,0.9734375
