Model,Epoch,Training Time,Inference Time,Train Loss,Validation Loss,Train Accuracy,Validation Accuracy
exp,0,28.10265302658081,2.717355728149414,0.6121791452882772,0.1496959717478603,0.7921653369639782,0.95537109375
exp,1,27.817328453063965,3.256308078765869,0.14726506133979939,0.11302429677452892,0.9539671986661059,0.9640625
exp,2,27.98975157737732,2.707878589630127,0.10894690767485411,0.08742817675229161,0.9667276154173181,0.969921875
exp,3,28.00897526741028,2.7688310146331787,0.0836753086959745,0.07867799535742961,0.9735095303109351,0.97646484375
exp,4,27.709729194641113,3.2519943714141846,0.06679116109227563,0.05930236272761249,0.9787677305809995,0.98154296875
exp,5,28.074700832366943,2.66217041015625,0.04980375457238009,0.06226754262897884,0.9841035018575952,0.980078125
exp,6,27.747864723205566,2.634751319885254,0.04053865344699552,0.056854905723957926,0.9869403813747649,0.98232421875
exp,7,27.67370080947876,2.7983596324920654,0.02934748994265782,0.046498070423695026,0.990879876055616,0.98564453125
exp,8,28.00354790687561,3.167928695678711,0.024075947009879067,0.04531248109560693,0.9922262856300841,0.98662109375
exp,9,28.013089895248413,2.70642352104187,0.019512929780250217,0.04348407224024413,0.9941877218002969,0.98740234375
